State,Crop,Season,Soil_Type,Area,Production,Rainfall,Temperature,Humidity,Nitrogen,Phosphorus,Potassium
Meghalaya,Cashew,Summer,Alluvial,4793.21,79613.67,487.2,16.98,66.87,67.77,51.37,69.08
Mizoram,Cotton,Summer,Black,4847.01,57503.0,256.02,26.85,53.9,31.45,63.75,64.44
Haryana,Chickpea,Kharif,Alluvial,611.5,8827.24,345.88,16.2,46.78,134.52,75.09,45.63
Bihar,Maize,Summer,Clay,906.87,13344.22,113.61,25.85,42.52,55.54,30.21,37.99
Madhya Pradesh,Orange,Summer,Alluvial,306.84,3941.27,408.73,33.9,44.18,148.91,59.32,35.98
Meghalaya,Sorghum,Rabi,Alluvial,4531.87,57020.55,114.92,28.51,76.74,72.88,31.36,72.28
Andhra Pradesh,Cotton,Kharif,Laterite,1852.17,25807.4,247.54,25.09,64.74,57.76,57.84,31.12
Andhra Pradesh,Potato,Rabi,Laterite,3092.13,51093.65,423.82,15.63,36.95,39.27,26.34,50.67
Chhattisgarh,Sesame,Kharif,Black,4527.99,44466.57,132.39,12.0,85.48,24.06,68.48,66.71
Manipur,Tea,Whole Year,Clay,940.28,11701.1,73.26,28.51,61.49,70.26,42.08,22.06
Meghalaya,Turmeric,Kharif,Loamy,2355.92,24532.51,104.25,37.59,34.17,123.07,52.21,50.67
Gujarat,Sorghum,Whole Year,Alluvial,1317.61,17470.97,254.8,16.23,43.25,148.87,61.61,63.91
Jharkhand,Spinach,Rabi,Laterite,312.3,4638.01,475.43,35.67,91.6,62.71,52.69,10.55
Punjab,Coffee,Whole Year,Laterite,2213.28,21108.27,82.43,13.43,42.46,43.14,67.86,15.58
Himachal Pradesh,Orange,Whole Year,Red,2998.74,37958.32,121.07,26.84,67.41,118.36,11.37,43.59
Bihar,Chickpea,Kharif,Black,3162.23,48454.7,281.44,29.97,82.75,107.59,43.23,32.66
Meghalaya,Ginger,Summer,Alluvial,3323.48,52621.01,287.83,29.48,77.17,25.28,74.81,26.97
Chhattisgarh,Peas,Summer,Sandy,792.58,9588.4,130.77,34.24,47.5,23.37,45.08,69.0
Rajasthan,Castor,Summer,Red,131.12,1290.09,169.13,17.0,80.46,22.35,14.06,71.93
Goa,Chickpea,Kharif,Loamy,4424.65,59785.16,472.26,14.4,73.98,48.82,70.59,57.09
Meghalaya,Onion,Rabi,Sandy,105.95,1586.82,316.2,28.45,78.24,50.09,21.9,61.74
Jharkhand,Mustard,Kharif,Red,2634.7,40315.84,333.25,36.53,63.15,108.62,12.85,72.4
West Bengal,Tea,Whole Year,Clay,378.42,5629.52,168.12,24.44,82.19,86.23,46.14,71.67
Mizoram,Turmeric,Summer,Loamy,4389.84,55171.04,143.21,39.75,33.19,36.75,55.13,29.02
Sikkim,Chili,Summer,Loamy,979.44,17213.39,432.45,23.17,37.48,134.79,40.67,60.85
Chhattisgarh,Banana,Summer,Sandy,1660.39,19297.09,234.66,19.17,34.0,22.13,25.82,13.46
Sikkim,Turmeric,Rabi,Sandy,4144.89,60734.6,406.15,22.2,52.88,56.65,21.84,20.49
Jharkhand,Watermelon,Rabi,Laterite,2153.03,43379.39,466.39,24.87,56.05,77.97,39.76,23.83
Nagaland,Ginger,Summer,Loamy,4876.34,66229.18,442.65,11.64,58.88,24.88,46.39,12.68
Uttar Pradesh,Mustard,Kharif,Loamy,2426.02,48026.97,348.96,27.65,39.22,84.79,12.05,22.79
Maharashtra,Mustard,Whole Year,Loamy,2110.63,32917.65,451.73,16.8,60.08,72.96,47.03,32.44
Mizoram,Guava,Summer,Loamy,4130.56,50358.2,148.57,18.87,36.65,82.89,62.9,32.29
Manipur,Turmeric,Kharif,Sandy,627.6,10558.68,374.54,29.27,94.14,120.69,52.44,27.94
Gujarat,Cauliflower,Rabi,Alluvial,1328.06,25431.41,390.72,25.0,32.98,62.19,77.12,37.59
West Bengal,Barley,Whole Year,Black,3112.83,52614.89,444.22,31.11,42.23,112.15,27.15,38.41
Uttar Pradesh,Sorghum,Kharif,Loamy,364.36,3559.02,63.01,26.68,61.35,29.14,52.72,36.28
Maharashtra,Rice,Kharif,Black,88.12,1547.07,415.3,25.52,62.51,115.76,45.15,45.65
Madhya Pradesh,Jute,Rabi,Alluvial,3703.47,49104.97,424.95,39.0,37.57,24.2,13.89,17.03
Arunachal Pradesh,Lentil,Kharif,Alluvial,3676.87,44495.51,147.27,20.33,76.05,76.77,17.27,59.35
Mizoram,Pumpkin,Whole Year,Laterite,2085.84,19049.91,55.29,12.65,89.62,33.66,44.68,71.53
Uttarakhand,Mango,Kharif,Loamy,2611.95,26706.99,117.86,33.55,67.94,145.33,47.07,67.96
Tripura,Cabbage,Kharif,Alluvial,255.28,3820.65,400.95,17.69,92.26,146.24,54.43,50.66
Jharkhand,Groundnut,Kharif,Black,3544.28,33722.67,73.41,21.16,69.85,144.72,26.67,14.06
Madhya Pradesh,Tea,Whole Year,Sandy,3067.25,42552.91,117.68,24.68,89.96,122.48,58.17,21.27
West Bengal,Mango,Whole Year,Black,1692.74,23158.52,296.43,29.04,41.97,144.99,59.41,50.51
Manipur,Millet,Kharif,Laterite,3659.71,46538.19,474.26,38.19,71.95,121.26,66.32,50.81
Goa,Spinach,Whole Year,Clay,1423.98,15888.59,201.72,28.48,48.82,49.25,27.4,15.82
Uttar Pradesh,Sesame,Summer,Laterite,3189.5,44166.77,207.78,23.17,48.34,148.79,26.86,50.97
Uttarakhand,Coffee,Summer,Black,4561.3,64720.46,207.51,20.81,69.52,63.27,49.44,79.53
Tamil Nadu,Sugarcane,Kharif,Red,338.76,4352.85,224.44,35.1,45.78,104.14,68.84,68.54
Haryana,Okra,Summer,Alluvial,2870.01,43397.21,187.84,24.58,48.83,35.56,12.04,29.88
Nagaland,Peas,Whole Year,Red,4459.16,81310.4,434.8,21.05,31.42,60.56,30.63,30.08
Madhya Pradesh,Apple,Summer,Black,2142.61,29929.53,456.85,11.56,45.39,131.67,48.27,79.35
Telangana,Brinjal,Summer,Alluvial,596.6,9511.73,410.46,35.15,78.46,119.21,34.92,67.33
Karnataka,Beetroot,Summer,Alluvial,751.26,5678.82,137.42,39.67,33.28,26.7,52.57,11.69
Nagaland,Carrot,Summer,Red,1332.15,21975.6,314.77,27.69,53.41,89.33,58.93,69.67
Mizoram,Maize,Summer,Loamy,4196.19,68901.77,214.36,20.59,78.71,66.71,68.21,14.1
Karnataka,Cardamom,Rabi,Clay,1110.64,15268.22,243.85,16.33,48.03,128.87,75.1,74.1
Maharashtra,Coffee,Summer,Loamy,2144.58,26234.22,136.3,23.37,47.7,67.51,20.28,36.95
Odisha,Chickpea,Summer,Loamy,2311.39,30254.2,102.78,20.08,65.22,25.54,15.09,49.39
West Bengal,Pulses,Kharif,Laterite,1263.89,15225.66,216.67,13.29,93.79,126.26,28.09,55.26
Himachal Pradesh,Soybean,Rabi,Sandy,1696.01,25300.96,269.18,27.95,58.6,78.51,50.57,52.15
Nagaland,Wheat,Whole Year,Alluvial,1077.52,14937.62,350.13,34.01,47.51,134.29,47.87,35.43
Gujarat,Guava,Whole Year,Black,2531.74,41756.94,386.84,18.48,61.45,88.94,11.09,60.34
Meghalaya,Okra,Kharif,Red,4988.42,53055.51,53.14,20.46,31.22,138.58,36.46,57.75
Uttarakhand,Banana,Whole Year,Loamy,2536.17,28931.2,191.43,18.29,92.86,111.61,18.42,34.93
Uttar Pradesh,Onion,Whole Year,Loamy,2235.55,42568.81,302.59,25.75,88.63,104.64,60.7,60.41
Tamil Nadu,Pulses,Summer,Laterite,2860.95,28973.07,64.69,18.35,54.02,23.63,79.27,41.9
Uttarakhand,Cauliflower,Rabi,Red,2869.2,28080.39,67.46,19.77,58.24,114.84,24.49,63.07
Telangana,Pumpkin,Rabi,Sandy,2085.16,28273.65,253.5,17.96,77.08,139.91,62.48,43.66
Arunachal Pradesh,Wheat,Rabi,Red,3717.45,40501.99,102.37,17.22,79.07,128.11,44.36,40.02
Andhra Pradesh,Mustard,Kharif,Sandy,3150.88,44049.24,130.3,22.83,45.25,41.48,14.72,25.09
Tamil Nadu,Cabbage,Rabi,Red,2911.9,34422.46,210.56,14.92,47.47,127.5,23.75,78.17
Punjab,Sugarcane,Kharif,Black,3936.58,36641.36,81.02,28.74,72.2,66.45,28.59,49.95
Maharashtra,Tea,Whole Year,Clay,84.36,851.8,229.55,10.88,82.33,47.56,61.37,62.87
Madhya Pradesh,Cabbage,Rabi,Black,4546.21,64091.87,374.18,18.67,77.03,149.14,38.38,20.63
Goa,Peas,Whole Year,Red,3630.28,42109.19,340.4,36.65,86.47,48.08,22.94,45.43
Telangana,Spinach,Rabi,Laterite,222.94,2506.4,401.57,38.41,86.59,137.87,76.08,20.23
Haryana,Groundnut,Kharif,Laterite,1554.23,20044.77,138.97,23.8,84.18,144.99,34.67,11.92
Mizoram,Rubber,Summer,Laterite,2411.47,36703.56,409.85,23.59,69.87,134.76,62.66,67.08
Sikkim,Grapes,Kharif,Black,1516.9,16645.49,68.68,14.12,47.58,59.07,43.35,77.63
Mizoram,Watermelon,Rabi,Black,4940.26,74203.13,372.91,18.78,47.68,65.49,52.19,23.16
Manipur,Mustard,Whole Year,Red,4229.86,51992.52,300.61,34.55,76.56,73.54,66.24,56.61
Uttar Pradesh,Peas,Summer,Red,675.66,12533.38,442.38,27.32,69.11,62.55,31.11,38.61
Assam,Okra,Kharif,Clay,21.88,305.94,467.57,38.53,41.7,104.04,56.72,78.16
Gujarat,Spinach,Rabi,Loamy,1634.47,22812.74,303.68,33.14,58.9,48.72,15.13,11.83
Maharashtra,Maize,Rabi,Loamy,1355.15,19877.83,226.14,17.88,84.56,89.52,43.39,36.81
Gujarat,Lentil,Rabi,Clay,67.55,990.66,365.47,30.5,82.2,21.74,60.56,60.57
Telangana,Banana,Rabi,Alluvial,2139.31,25446.0,396.95,38.98,49.2,73.17,39.98,41.32
Maharashtra,Beetroot,Rabi,Sandy,3643.22,60277.06,367.48,29.89,34.81,148.27,52.72,62.47
Telangana,Sugarcane,Rabi,Red,3378.28,32793.22,277.73,14.34,63.22,28.54,40.44,19.47
Assam,Rubber,Rabi,Sandy,263.7,3655.16,280.4,16.32,92.24,101.54,21.85,77.67
Haryana,Cashew,Rabi,Black,634.81,4599.62,155.8,13.93,43.95,147.29,64.75,71.63
Maharashtra,Orange,Summer,Clay,4989.72,82128.67,383.57,20.64,41.59,41.57,44.02,49.99
Goa,Chili,Rabi,Loamy,2851.39,32888.63,327.56,37.76,91.3,29.15,39.95,33.39
Assam,Jute,Kharif,Sandy,4922.18,65942.99,316.97,15.39,69.79,146.46,58.78,51.35
Tripura,Linseed,Kharif,Loamy,2500.53,27161.56,462.27,38.54,59.1,87.68,18.47,38.24
Nagaland,Tomato,Summer,Loamy,1292.16,22837.64,293.42,29.75,81.62,41.58,41.15,59.89
Maharashtra,Onion,Kharif,Laterite,3395.56,41942.89,179.05,19.75,61.36,77.39,68.78,49.3
Sikkim,Potato,Rabi,Red,2148.4,29237.47,216.62,18.78,43.57,100.0,45.86,34.41
Rajasthan,Cardamom,Kharif,Laterite,4081.32,53404.18,263.72,31.14,79.61,140.29,63.13,79.7
Mizoram,Onion,Whole Year,Black,386.33,4839.9,286.14,38.46,73.48,117.96,11.24,37.27
Himachal Pradesh,Soybean,Rabi,Alluvial,2813.87,37726.01,388.87,38.33,46.58,102.34,63.63,60.16
Haryana,Soybean,Summer,Black,1152.73,15966.73,443.03,38.54,54.64,52.58,17.05,11.05
Chhattisgarh,Apple,Kharif,Black,207.43,3862.82,438.84,24.47,85.4,74.78,44.18,56.31
West Bengal,Chickpea,Rabi,Sandy,4824.64,55173.44,153.77,33.1,78.31,122.73,53.2,60.36
Himachal Pradesh,Ginger,Whole Year,Loamy,3100.5,47912.53,151.24,24.42,46.5,106.25,79.7,16.73
Haryana,Mango,Kharif,Alluvial,4297.22,59418.11,443.09,30.25,88.4,50.36,15.17,78.33
Telangana,Peas,Rabi,Clay,4233.93,49355.25,69.35,21.12,43.0,141.87,20.32,78.57
Andhra Pradesh,Pulses,Kharif,Sandy,221.21,2448.02,63.42,20.24,82.4,147.01,78.42,36.46
Goa,Cardamom,Whole Year,Clay,2762.4,44363.24,264.68,26.63,57.54,24.41,58.78,21.19
Mizoram,Mustard,Summer,Black,2110.63,31922.06,451.68,12.77,67.48,107.39,37.55,12.79
Kerala,Mango,Rabi,Alluvial,4022.72,58986.67,499.0,18.99,50.99,38.39,64.29,72.74
Tripura,Grapes,Whole Year,Sandy,4152.08,64398.38,351.13,28.05,37.79,96.54,75.97,64.74
Tripura,Muskmelon,Whole Year,Loamy,1415.08,18854.72,341.8,34.94,53.93,88.52,40.55,56.7
Andhra Pradesh,Soybean,Rabi,Alluvial,3758.59,39631.37,283.95,12.81,72.23,128.09,39.73,43.31
Rajasthan,Millet,Summer,Red,3655.75,25623.25,132.29,39.61,89.87,37.65,29.04,11.74
Chhattisgarh,Brinjal,Summer,Black,515.94,4969.91,356.3,36.96,58.96,125.87,34.74,75.93
Uttarakhand,Jute,Rabi,Alluvial,3612.95,32103.0,167.88,38.81,60.81,139.29,30.13,45.56
Assam,Pulses,Kharif,Black,3193.71,53329.99,464.25,34.49,82.02,140.89,74.19,32.06
Telangana,Chili,Kharif,Sandy,4784.91,76688.16,362.64,21.28,75.06,126.36,55.84,73.11
Arunachal Pradesh,Ginger,Rabi,Loamy,4294.73,53181.85,57.15,23.52,86.46,149.12,60.57,78.73
Nagaland,Beetroot,Rabi,Laterite,1400.74,14683.14,305.91,12.17,78.89,103.2,65.34,28.79
Gujarat,Castor,Summer,Clay,3861.3,39157.93,215.27,12.82,46.25,127.98,78.83,74.53
Maharashtra,Linseed,Whole Year,Alluvial,3869.86,43516.46,86.3,21.15,44.13,148.61,70.33,63.42
Maharashtra,Maize,Whole Year,Black,3603.23,51523.95,236.49,20.6,33.57,113.73,44.05,33.31
Rajasthan,Pumpkin,Whole Year,Clay,2643.44,35908.76,437.99,11.51,49.9,23.33,79.4,40.4
Andhra Pradesh,Spinach,Whole Year,Loamy,4189.29,60180.98,213.19,22.98,76.85,86.81,18.04,35.67
Manipur,Tea,Kharif,Laterite,1420.01,16864.28,297.57,19.19,69.53,93.57,10.1,54.31
Nagaland,Chili,Summer,Loamy,3814.24,76467.02,485.74,22.38,42.68,76.34,68.67,63.9
Gujarat,Sesame,Summer,Laterite,1621.52,21472.79,102.99,24.1,34.94,26.35,46.2,28.49
West Bengal,Cashew,Whole Year,Clay,28.27,538.91,490.08,28.56,89.67,122.09,72.83,68.73
Goa,Wheat,Whole Year,Clay,685.93,11416.31,425.84,20.41,35.14,102.84,38.8,79.88
Karnataka,Cardamom,Summer,Sandy,4893.9,85374.29,303.15,28.3,91.09,28.65,54.87,19.04
Assam,Guava,Kharif,Black,3905.82,33779.75,195.36,38.79,34.76,86.91,23.58,51.66
Arunachal Pradesh,Soybean,Rabi,Laterite,2396.5,24783.03,128.71,33.56,82.91,45.08,60.88,44.82
Madhya Pradesh,Cabbage,Kharif,Alluvial,830.0,10858.42,494.07,11.59,52.49,65.77,44.55,60.15
Rajasthan,Tea,Rabi,Laterite,4669.82,68209.81,164.41,25.12,72.94,97.52,12.26,30.47
Karnataka,Apple,Kharif,Alluvial,1947.28,28715.01,450.3,15.07,49.1,71.66,54.87,37.33
Madhya Pradesh,Pumpkin,Kharif,Alluvial,1787.92,28530.06,261.94,18.99,76.85,134.37,73.13,77.03
Telangana,Cotton,Rabi,Alluvial,2547.78,38002.69,450.9,20.68,84.36,99.82,53.95,11.69
Jharkhand,Castor,Summer,Alluvial,3330.32,52321.62,486.7,19.83,79.84,103.64,12.59,52.5
Odisha,Cabbage,Kharif,Laterite,1689.04,23594.3,352.18,32.42,68.85,123.23,36.46,62.61
Mizoram,Watermelon,Rabi,Sandy,1328.53,14160.0,335.04,37.37,69.59,35.32,71.99,38.86
Assam,Brinjal,Rabi,Alluvial,2971.34,41428.54,346.8,11.54,83.82,88.12,14.76,19.74
Maharashtra,Soybean,Kharif,Loamy,2696.28,44758.76,293.15,27.73,67.34,60.2,17.31,74.63
West Bengal,Cauliflower,Rabi,Alluvial,2644.3,24352.14,201.05,14.59,89.46,40.69,13.99,58.66
Chhattisgarh,Beetroot,Kharif,Black,3864.22,54126.75,155.41,21.19,86.73,74.18,47.05,74.66
Goa,Cashew,Whole Year,Loamy,2202.51,33428.39,437.63,15.13,50.22,137.13,77.59,40.72
Rajasthan,Tomato,Kharif,Laterite,2347.03,25650.14,222.72,31.99,87.46,36.64,29.91,36.35
Telangana,Guava,Rabi,Clay,1131.09,14682.15,244.75,21.46,39.96,22.45,55.24,23.48
Maharashtra,Muskmelon,Whole Year,Clay,4349.38,63954.57,280.35,20.3,74.74,124.35,62.95,57.47
Bihar,Lentil,Kharif,Red,4003.74,48364.0,97.93,14.59,49.64,40.69,21.25,29.81
Arunachal Pradesh,Lentil,Kharif,Clay,312.54,5126.31,298.17,28.97,35.23,99.38,21.23,55.81
Meghalaya,Coffee,Whole Year,Laterite,4933.06,59235.72,146.98,20.96,80.75,117.02,63.73,61.04
Chhattisgarh,Cucumber,Kharif,Sandy,2338.36,31033.01,387.81,16.62,65.42,144.42,64.84,28.63
Madhya Pradesh,Muskmelon,Rabi,Alluvial,783.22,11512.94,316.19,31.85,49.54,46.94,43.6,21.12
Karnataka,Mango,Summer,Clay,542.54,8090.14,290.05,32.41,42.01,74.54,69.22,23.33
Assam,Spinach,Kharif,Laterite,1242.66,14076.58,73.84,38.11,74.29,144.71,47.39,54.52
Meghalaya,Cardamom,Whole Year,Sandy,4803.06,80497.18,423.56,23.9,44.21,124.97,76.3,51.01
Tamil Nadu,Coffee,Kharif,Loamy,4604.45,60279.52,166.47,29.16,50.18,135.65,16.42,54.02
Chhattisgarh,Peas,Kharif,Clay,3208.57,50329.03,329.46,18.86,54.53,116.58,39.57,61.97
Arunachal Pradesh,Brinjal,Whole Year,Laterite,1920.9,43406.46,453.99,24.8,84.22,145.07,28.82,53.15
Haryana,Orange,Whole Year,Sandy,53.33,462.3,119.14,13.83,54.92,78.07,33.9,55.21
Nagaland,Cauliflower,Summer,Clay,693.47,8865.19,209.73,14.22,80.98,59.29,54.18,56.04
Gujarat,Brinjal,Summer,Black,974.57,13916.32,456.02,38.77,69.1,91.01,72.21,66.55
Sikkim,Orange,Rabi,Black,4778.22,56013.45,381.9,38.02,54.92,145.35,20.91,67.79
Mizoram,Sorghum,Whole Year,Clay,1145.62,13266.22,414.73,33.46,73.72,46.35,20.66,26.53
Chhattisgarh,Cashew,Whole Year,Sandy,1019.19,18843.17,431.82,18.2,35.14,36.66,47.22,12.46
Meghalaya,Cotton,Kharif,Clay,4324.92,81976.32,465.18,18.4,55.66,84.8,15.24,38.09
Gujarat,Pulses,Kharif,Loamy,2255.68,37402.12,393.31,27.82,83.48,39.44,16.06,72.33
Assam,Jute,Kharif,Loamy,3686.77,69043.08,435.0,27.18,93.34,94.49,24.52,41.66
Maharashtra,Guava,Rabi,Laterite,2974.09,30092.72,270.4,35.52,76.96,36.95,19.49,59.98
Nagaland,Rubber,Kharif,Sandy,1351.44,10223.33,147.52,37.68,79.96,144.02,70.65,67.7
Haryana,Sugarcane,Rabi,Alluvial,3550.65,45982.91,148.77,19.01,43.83,34.09,29.85,70.44
Haryana,Banana,Whole Year,Sandy,947.41,12198.26,83.25,23.62,81.88,42.9,45.23,53.84
Arunachal Pradesh,Castor,Kharif,Clay,1262.26,16095.82,135.34,19.47,87.52,22.09,70.03,35.08
Assam,Garlic,Kharif,Alluvial,2202.45,16535.96,51.3,36.82,33.79,76.62,70.96,67.02
Mizoram,Groundnut,Summer,Loamy,3503.94,62840.96,469.93,28.16,50.49,94.22,13.51,10.08
Tripura,Cucumber,Summer,Sandy,596.91,8290.35,446.36,17.01,86.69,47.01,30.8,13.58
Madhya Pradesh,Okra,Rabi,Laterite,2357.62,33539.73,413.72,18.98,78.59,129.17,10.1,11.4
Sikkim,Barley,Whole Year,Loamy,4260.58,46964.57,242.94,12.69,38.62,38.4,39.56,61.83
Uttarakhand,Cashew,Kharif,Laterite,1148.81,11445.14,161.21,34.57,56.74,127.13,18.01,62.96
Maharashtra,Okra,Kharif,Black,2424.35,40330.77,261.76,25.04,76.48,59.51,55.39,48.18
Gujarat,Mustard,Rabi,Sandy,2406.51,26859.69,171.75,22.38,31.98,126.96,14.24,37.89
Assam,Watermelon,Rabi,Red,3321.84,35984.71,404.4,12.98,69.74,123.29,59.0,29.5
Uttarakhand,Tomato,Rabi,Laterite,1956.63,19730.99,302.33,34.51,50.74,122.09,35.71,61.69
Odisha,Rubber,Kharif,Black,2933.23,36192.96,450.07,38.9,59.02,47.36,54.85,70.14
West Bengal,Mustard,Rabi,Sandy,4484.14,58992.18,321.41,32.78,86.92,36.2,35.18,68.72
Odisha,Cashew,Rabi,Loamy,3482.67,49830.06,139.3,19.71,56.95,29.72,49.88,76.39
Mizoram,Orange,Whole Year,Clay,1786.46,29908.3,255.92,28.39,87.93,44.66,47.54,12.52
West Bengal,Okra,Summer,Red,3980.93,55029.35,156.23,19.22,55.96,24.21,42.24,75.15
Sikkim,Rice,Summer,Alluvial,3529.55,45991.62,184.78,21.43,86.05,76.7,16.47,79.77
Telangana,Turmeric,Summer,Laterite,1322.32,20457.27,299.28,23.58,80.44,137.14,38.44,68.73
Andhra Pradesh,Castor,Whole Year,Alluvial,458.73,6452.94,353.22,20.36,70.47,113.09,45.54,62.92
Tamil Nadu,Beetroot,Summer,Alluvial,1199.67,18156.01,371.87,28.07,58.02,134.42,44.99,14.19
Maharashtra,Muskmelon,Whole Year,Alluvial,2876.45,28706.86,53.76,21.03,58.87,144.46,58.9,55.17
Odisha,Chili,Summer,Sandy,645.45,5116.0,101.11,38.5,55.23,22.72,16.17,43.78
Andhra Pradesh,Jute,Summer,Laterite,862.83,10663.02,308.2,37.95,63.91,30.9,31.84,11.86
Meghalaya,Mustard,Kharif,Laterite,1095.7,7132.29,151.88,10.06,43.26,40.93,56.5,51.76
Uttar Pradesh,Sugarcane,Summer,Laterite,4297.06,28081.99,53.92,11.62,49.2,128.55,76.45,76.53
Chhattisgarh,Brinjal,Whole Year,Sandy,1557.78,23974.49,355.63,15.92,55.79,141.22,67.16,40.44
Nagaland,Coconut,Kharif,Clay,1798.06,19867.34,54.13,33.69,85.44,72.4,78.12,76.56
Andhra Pradesh,Cardamom,Whole Year,Black,1968.89,19892.38,219.69,14.91,47.06,57.35,70.73,58.98
Tripura,Sugarcane,Whole Year,Alluvial,509.63,9963.11,499.88,18.02,90.42,73.11,24.3,30.87
Nagaland,Chickpea,Rabi,Clay,4415.47,59938.37,97.85,23.98,59.25,90.15,34.8,69.78
Karnataka,Linseed,Summer,Sandy,3070.69,39093.87,175.24,17.06,74.01,114.02,22.03,73.66
Odisha,Cotton,Whole Year,Sandy,3212.61,36090.64,214.19,17.32,76.63,123.06,13.83,25.27
Punjab,Muskmelon,Rabi,Red,215.95,1563.93,81.82,34.45,68.09,71.15,66.38,74.59
Arunachal Pradesh,Lentil,Summer,Sandy,4483.5,61379.78,65.81,17.24,68.96,144.69,79.92,35.28
Odisha,Cardamom,Whole Year,Red,2990.37,38192.21,487.47,39.94,91.45,113.45,73.47,48.72
Sikkim,Grapes,Rabi,Clay,1970.0,35175.89,485.56,22.55,90.08,45.17,66.05,38.23
Mizoram,Mango,Whole Year,Laterite,232.16,3349.31,429.48,13.18,46.61,108.29,39.29,12.89
Mizoram,Chili,Summer,Sandy,1405.58,21849.13,321.29,25.93,60.44,49.29,59.63,48.1
West Bengal,Groundnut,Whole Year,Loamy,1799.77,23650.85,375.01,35.04,90.87,64.04,44.09,40.43
Madhya Pradesh,Grapes,Whole Year,Sandy,1258.55,15620.97,427.77,36.98,81.06,27.26,27.69,36.74
Telangana,Spinach,Whole Year,Black,4577.45,58022.72,315.77,14.8,65.28,126.47,73.33,53.98
Manipur,Grapes,Whole Year,Clay,4335.43,57185.65,379.25,15.6,72.39,25.39,78.58,30.18
Jharkhand,Tomato,Summer,Red,3332.36,27021.46,178.3,37.52,68.33,102.0,69.42,21.79
Madhya Pradesh,Muskmelon,Whole Year,Alluvial,1105.17,12917.78,258.3,15.29,82.79,90.87,79.02,47.48
Sikkim,Soybean,Kharif,Alluvial,4135.74,26213.25,113.8,11.08,64.52,64.36,59.91,42.95
Karnataka,Sesame,Whole Year,Red,105.38,1780.55,171.65,23.15,57.51,23.99,16.8,51.34
Odisha,Maize,Rabi,Alluvial,653.42,6287.82,256.95,37.92,59.83,146.28,41.59,42.81
Goa,Cucumber,Whole Year,Red,3946.23,74792.4,384.67,27.08,85.76,129.43,79.33,74.84
Madhya Pradesh,Cauliflower,Whole Year,Laterite,3989.93,71034.35,327.76,23.68,63.93,144.97,72.07,67.12
Himachal Pradesh,Cauliflower,Rabi,Black,3905.56,46631.22,129.07,27.32,71.19,97.74,44.13,64.21
Uttar Pradesh,Carrot,Kharif,Clay,2036.32,23861.91,429.4,16.87,65.17,125.9,70.21,52.4
Madhya Pradesh,Tea,Whole Year,Clay,1158.54,12857.37,316.33,30.01,63.67,30.9,76.4,34.12
Haryana,Tea,Whole Year,Sandy,2430.89,40805.63,335.01,28.22,46.17,23.1,63.19,60.38
Kerala,Millet,Rabi,Black,3776.21,38705.98,61.48,17.7,92.48,80.51,62.55,75.09
Uttar Pradesh,Coffee,Rabi,Sandy,393.52,3054.1,229.25,12.37,39.56,42.13,16.61,52.21
Manipur,Guava,Kharif,Black,1529.52,17144.95,262.42,22.22,39.07,94.81,36.78,41.66
Assam,Rubber,Rabi,Alluvial,1932.99,19501.78,300.84,37.75,94.03,29.4,23.57,74.8
Uttar Pradesh,Carrot,Kharif,Black,3331.67,45763.81,342.22,32.57,85.74,109.46,70.08,32.41
Jharkhand,Banana,Rabi,Laterite,3220.73,40357.83,430.18,12.81,73.2,53.15,22.72,73.06
Himachal Pradesh,Pulses,Whole Year,Alluvial,2836.06,37147.61,149.64,31.94,79.48,110.34,17.58,77.26
Uttar Pradesh,Cucumber,Whole Year,Laterite,1237.14,18373.3,295.38,24.01,65.27,122.69,61.1,68.15
Andhra Pradesh,Guava,Summer,Laterite,3913.91,51037.71,289.07,31.18,78.26,94.5,57.4,75.77
Bihar,Grapes,Rabi,Loamy,4097.45,67617.92,284.91,23.65,69.11,39.02,79.07,63.3
Bihar,Garlic,Rabi,Black,1180.21,13713.67,301.24,24.12,85.08,83.36,79.46,47.67
Uttarakhand,Tea,Kharif,Loamy,3097.94,48839.59,55.44,27.41,82.62,109.89,35.23,53.13
Jharkhand,Sunflower,Whole Year,Red,567.87,6734.7,79.82,22.49,60.61,127.43,25.13,49.5
Madhya Pradesh,Cauliflower,Summer,Alluvial,4532.3,58100.74,226.92,11.08,46.96,148.3,16.33,65.88
Himachal Pradesh,Garlic,Kharif,Sandy,1911.38,19679.35,166.86,30.83,59.12,47.49,18.54,71.44
Meghalaya,Peas,Whole Year,Clay,2186.56,32683.53,365.9,18.4,39.03,81.92,77.86,50.66
Manipur,Cucumber,Summer,Alluvial,2534.07,38404.94,270.9,22.4,80.41,78.13,27.71,37.04
Andhra Pradesh,Lentil,Rabi,Loamy,3355.03,32207.31,254.31,38.3,90.37,61.87,24.06,28.16
Haryana,Chili,Kharif,Laterite,3043.57,50788.77,388.76,26.04,41.78,111.55,30.23,46.97
Tripura,Brinjal,Kharif,Alluvial,3889.07,33842.82,140.66,10.41,43.2,24.81,48.56,28.42
Gujarat,Cashew,Whole Year,Clay,2486.01,38355.48,249.05,29.85,76.86,23.51,56.04,78.43
Karnataka,Coconut,Summer,Loamy,4799.97,58299.71,68.76,17.64,52.71,55.12,71.81,63.76
Nagaland,Onion,Summer,Laterite,265.33,3020.22,231.43,13.89,93.37,29.46,54.87,23.82
